C:\Users\User\Antigravity\Autonomous driving\Data\IMG\center_2026_03_09_23_39_03_726.jpg,C:\Users\User\Antigravity\Autonomous driving\Data\IMG\left_2026_03_09_23_39_03_726.jpg,C:\Users\User\Antigravity\Autonomous driving\Data\IMG\right_2026_03_09_23_39_03_726.jpg,0,0.008225277,0,6.673714
C:\Users\User\Antigravity\Autonomous driving\Data\IMG\center_2026_03_09_23_39_03_793.jpg,C:\Users\User\Antigravity\Autonomous driving\Data\IMG\left_2026_03_09_23_39_03_793.jpg,C:\Users\User\Antigravity\Autonomous driving\Data\IMG\right_2026_03_09_23_39_03_793.jpg,0,0,0,6.620654
C:\Users\User\Antigravity\Autonomous driving\Data\IMG\center_2026_03_09_23_39_03_864.jpg,C:\Users\User\Antigravity\Autonomous driving\Data\IMG\left_2026_03_09_23_39_03_864.jpg,C:\Users\User\Antigravity\Autonomous driving\Data\IMG\right_2026_03_09_23_39_03_864.jpg,0,0,0,6.580713
C:\Users\User\Antigravity\Autonomous driving\Data\IMG\center_2026_03_09_23_39_03_938.jpg,C:\Users\User\Antigravity\Autonomous driving\Data\IMG\left_2026_03_09_23_39_03_938.jpg,C:\Users\User\Antigravity\Autonomous driving\Data\IMG\right_2026_03_09_23_39_03_938.jpg,-0.15,0,0,6.523291
C:\Users\User\Antigravity\Autonomous driving\Data\IMG\center_2026_03_09_23_39_04_009.jpg,C:\Users\User\Antigravity\Autonomous driving\Data\IMG\left_2026_03_09_23_39_04_009.jpg,C:\Users\User\Antigravity\Autonomous driving\Data\IMG\right_2026_03_09_23_39_04_009.jpg,-0.3,0,0,6.468969
C:\Users\User\Antigravity\Autonomous driving\Data\IMG\center_2026_03_09_23_39_04_086.jpg,C:\Users\User\Antigravity\Autonomous driving\Data\IMG\left_2026_03_09_23_39_04_086.jpg,C:\Users\User\Antigravity\Autonomous driving\Data\IMG\right_2026_03_09_23_39_04_086.jpg,-0.5000001,0.1047486,0,6.419126
C:\Users\User\Antigravity\Autonomous driving\Data\IMG\center_2026_03_09_23_39_04_163.jpg,C:\Users\User\Antigravity\Autonomous driving\Data\IMG\left_2026_03_09_23_39_04_163.jpg,C:\Users\User\Antigravity\Autonomous driving\Data\IMG\right_2026_03_09_23_39_04_163.jpg,-0.7,0.3384141,0,6.559539
C:\Users\User\Antigravity\Autonomous driving\Data\IMG\center_2026_03_09_23_39_04_230.jpg,C:\Users\User\Antigravity\Autonomous driving\Data\IMG\left_2026_03_09_23_39_04_230.jpg,C:\Users\User\Antigravity\Autonomous driving\Data\IMG\right_2026_03_09_23_39_04_230.jpg,-0.8500001,0.5402406,0,6.802974
C:\Users\User\Antigravity\Autonomous driving\Data\IMG\center_2026_03_09_23_39_04_301.jpg,C:\Users\User\Antigravity\Autonomous driving\Data\IMG\left_2026_03_09_23_39_04_301.jpg,C:\Users\User\Antigravity\Autonomous driving\Data\IMG\right_2026_03_09_23_39_04_301.jpg,0,0.7841058,0,7.28484
C:\Users\User\Antigravity\Autonomous driving\Data\IMG\center_2026_03_09_23_39_04_378.jpg,C:\Users\User\Antigravity\Autonomous driving\Data\IMG\left_2026_03_09_23_39_04_378.jpg,C:\Users\User\Antigravity\Autonomous driving\Data\IMG\right_2026_03_09_23_39_04_378.jpg,0,1,0,8.08393
C:\Users\User\Antigravity\Autonomous driving\Data\IMG\center_2026_03_09_23_39_04_456.jpg,C:\Users\User\Antigravity\Autonomous driving\Data\IMG\left_2026_03_09_23_39_04_456.jpg,C:\Users\User\Antigravity\Autonomous driving\Data\IMG\right_2026_03_09_23_39_04_456.jpg,0,1,0,8.984915
